a_a_project,project_start_year,project_end_year,project_duration_year,mis_code_nsrf_2007_20,rtdi_sector,rtdi_subsector,scientific_field,type_of_beneficiary,type_of_research_organization,role_of_beneficiary,region,final_projects_budget_at_the_end_of_the_project,final_public_expenditure_at_the_end,pct_absorption_rate_per_budget,pct_absorption_rate_per_public_expenditure,indicator_1_new_jobs_ipa,indicator_3_new_jobs_womens_ipa,indicator_4_number_of_rdti_projects,indicator_5_num_coop_company_research_instit,indicator_6_num_of_research_job_ipa,indicator_9_num_of_jobs_ipa_smes,indicator_10_induced_investments,indicator_501_jobs_dur_the_operat_ipa,indicator_3103_num_company_res_lab_busin_collab,indicator_3104_num_new_business_rtd,indicator_3106_num_company_benef,indicator_3107_num_smes_com_benef,indicator_3110_num_of_smes_benef,indicator_3111_num_spin_off_spin_outs,indicator_3112_num_of_joint_project_other_countries,indicator_3115_num_of_patent,indicator_3121_num_of_lab_supp,indicator_3204_num_of_business_will_be_supported,indicator_6913_num_res_part,indicator_8004_stud_research_evaluat,indicator_8009_num_events,gdp_region_start_year,gdp_region_end_year,gdp_region_per_person_start_year,gdp_region_per_person_end_year,gross_value_added_region_start_year,gross_value_added_region_end_year,employment_region_start_year,employment_region_end_year,employment_r_d_number_region_start_year,employment_r_d_number_region_end_year,employment_r_d_ipa_region_start_year,employment_r_d_ipa_region_end_year,researchers_number_region_start_year,researchers_numbers_region_end_year,researchers_ipa_region_start_year,researchers_ipa_region_end_year,number_of_business_region_start_year,number_of_business_region_end_year,educational_institution_per_region,research_center_per_region,r_d_exp_region_start_year,r_d_exp_region_end_year,r_d_per_inhabitant_region_2015,r_d_exp_int_region_start_year,r_d_exp_int_region_end_year,intensity_r_d_exp_start_year,intensity_r_d_exp_end_year,percent_innov_busi_region_2010_2012,percent_company_innov_prod_region_2010_2012,exp_innov_act_region_2012,rate_busin_region_newproducts,rate_turnover_innovative_products_region_2012,rate_busin_region_collaborations_with_any_organiz,rate_busin_region_innovating_or_marketing_2012_2014,numb_sc_pub_per_million_rd_region_2011,numb_sc_pub_per_ipa_region_2011,impact_index_of_publications_by_region_2010_2014,numb_sc_pub_per_million_rd_region_2010_2014,numb_sc_pub_per_ipa_region_2015,numb_sc_pub_per_region_2010_2014,numb_report_sc_pub_region_2010_2014,numb_inter_collab_per_region_2010_2014,numb_sc_pub_per_region_2012_2016,numb_sc_pub_per_region_2012_2016_1,numb_sc_pub_per_region_2012_2016_2,numb_sc_pub_per_region_2014_2016,nuts_id,region_el,lat,lon
273,2010,2016,6,339460,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Medical Sciences,Research institution,Research Center,Partner,Attica,61807.84,61807.84,0.8906949032054176,,0.2,0.0,0.13,0.13,0.56,0.0,0.0,0.56,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
274,2010,2016,6,339461,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Medical Sciences,Business,0,Partner,Attica,228079.63,148251.75,0.9873577056277056,,0.57,0.0,0.47,0.47,1.56,0.0,0.23,1.56,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
275,2010,2016,6,339462,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Medical Sciences,Business,0,Partner,Attica,29643.1,19712.66,0.2492345708699302,,0.56,0.0,0.06,0.06,1.54,0.0,0.03,1.54,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
276,2010,2016,6,339467,Energy,Electricity from renewable sources,Engineering Sciences,Research institution,Research Center,Coordinator,Western Macedonia,239191.28,239191.28,0.6587476728174056,,1.05,0.0,0.49,0.49,2.62,0.0,0.0,2.62,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5094,4313,17799,15817,4494,3761,103255.6,97753.7,1535,1390,639,760,640,701,261,418,28283,39589,2,1,15.37,20.04,77.6,0.003017275225755791,0.004646417806631115,0.0001354534746760895,0.0004938557848365407,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.8,1.8,3.97,31.3,1.5,627,2490,298,629,568,5442,5468,EL53,Δυτική Μακεδονία,40.3,21.79
277,2010,2016,6,339468,Energy,Electricity from renewable sources,Engineering Sciences,Business,0,Partner,Attica,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
278,2010,2016,6,339469,Energy,Electricity from renewable sources,Engineering Sciences,Research institution,Research Center,Partner,Central Makedonia,246076.85,246076.85,0.9995200958589736,,2.38,0.0,0.5,0.5,5.96,0.0,0.0,5.96,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
279,2010,2016,6,339470,Energy,Electricity from renewable sources,Engineering Sciences,Business,0,Partner,Central Makedonia,5818.62,2493.66,0.12788175824175824,,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
280,2010,2016,6,339471,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Research Center,Coordinator,Attica,272067.99,272067.99,0.8985072324966975,,0.25,0.0,0.43,0.43,0.84,0.0,0.0,0.84,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
281,2010,2016,6,339472,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Central Greece,147712.55,73724.01,0.6838543981481481,,0.86,0.0,0.23,0.23,2.86,0.0,0.15,2.86,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,10025,8136,17881,14639,95933,72400,223844.1,214788.8,1096,1657,749,1030,519,820,331,510,48682,74962,1,1,38.47,42.41,76.0,0.0038374064837905235,0.005212635201573254,0.0028817955112219453,0.0033603736479842676,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,5.7,0.5,243,786,114,238,1683,234,1801,EL64,Στερεά Ελλάδα,38.9,22.43
282,2010,2016,6,339473,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Central Greece,73460.1,36730.05,0.4081116666666667,,0.54,0.0,0.12,0.12,1.8,0.0,0.07,1.8,1.0,0,1,0,0,0,0.0,1.0,0,0,0,0,0,10025,8136,17881,14639,95933,72400,223844.1,214788.8,1096,1657,749,1030,519,820,331,510,48682,74962,1,1,38.47,42.41,76.0,0.0038374064837905235,0.005212635201573254,0.0028817955112219453,0.0033603736479842676,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,5.7,0.5,243,786,114,238,1683,234,1801,EL64,Στερεά Ελλάδα,38.9,22.43
283,2010,2016,6,339474,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Attica,137295.95,68647.99,0.7982322674418605,,1.04,0.0,0.22,0.22,3.48,0.0,0.14,3.48,1.0,0,1,0,0,0,0.0,1.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
284,2010,2016,6,339477,Transportation,Congestion management on urban and long-distance roads,Engineering Sciences,Business,0,Coordinator,Central Makedonia,201979.09999999998,137345.55,0.9701438555200652,,2.19,0.0,0.72,0.72,2.19,0.0,0.2,2.19,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
285,2010,2016,6,339478,Transportation,Congestion management on urban and long-distance roads,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Central Makedonia,65972.63,65972.63,0.8222630339137263,,1.0,0.0,0.24,0.24,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
286,2010,2016,6,339479,Transportation,Congestion management on urban and long-distance roads,Engineering Sciences,Business,0,Partner,Central Makedonia,10243.52,6658.29,0.8129777777777778,,0.14,0.0,0.04,0.04,0.14,0.0,0.01,0.14,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
287,2015,2016,1,524819,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Agricultural Sciences,Research institution,Universities/Technological Education Institutes,Unique Beneficiary,Eastern Macedonia & Thrace,142444.34,142444.34,0.9496289333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,6786,6808,11207,11277,5996,5938,225999.4,231101.1,3628,3628,1126,1126,2070,2070,1726,1726,90157,90477,2,1,47.06,47.06,77.6,0.006934865900383142,0.006912455934195065,0.0008384910109048041,0.0008357814336075206,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
288,2010,2016,6,312207,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Agricultural Sciences,Research institution,Research Center,Coordinator,Attica,147105.62,147105.62,0.995685886979417,,1.15,0.0,0.35,0.35,4.03,0.0,0.0,4.03,0.0,0,1,0,0,0,0.0,1.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
289,2010,2016,6,339482,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Agricultural Sciences,Business,0,Partner,Central Makedonia,180153.79,85382.27,0.7506407916666668,,0.57,0.0,0.35,0.35,2.08,0.0,0.18,2.08,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
290,2010,2016,6,339489,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Research Center,Coordinator,Attica,150623.44,150623.44,0.6637031161872533,,0.42,0.0,0.37,0.37,1.48,0.0,0.0,1.48,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
291,2010,2016,6,339490,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,140733.66,140733.66,0.7556575386597938,,0.28,0.0,0.4,0.4,0.98,0.0,0.0,0.98,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
292,2010,2016,6,339491,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Peloponnese,124739.15,59732.33,0.4027338238665164,,0.71,0.0,0.17,0.17,2.5,0.0,0.06,2.5,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,9515,7934,16153,13677,8394,6920,238590.3,234479.7,1538,2296,864,1247,785,1371,411,820,59827,111228,2,1,23.33,31.14,53.4,0.0024519180241723594,0.003924880262162844,0.0007493431424067262,0.00041215023947567433,0.491,0.275,0.0075,0.107,0.019,0.069,0.427,12.5,0.8,3.84,12.8,0.5,399,1534,164,446,487,2338,4038,EL65,Πελοπόννησος,37.5,22.37
293,2010,2016,6,339492,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,20275.81,20275.81,0.50689525,,0.11,0.0,0.06,0.06,0.4,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
294,2010,2016,6,312259,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Agricultural Sciences,Research institution,Research Center,Partner,Attica,115877.22,115877.22,0.9553181034980255,,0.87,0.0,0.27,0.27,3.06,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
295,2010,2016,6,339494,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Increasing sustainability in all production systems and optimizing the health of plant, marine and livestock",Agricultural Sciences,Business,0,Partner,Crete,81747.01,32019.2,0.7967544834307991,,0.06,0.0,0.22,0.22,2.24,0.0,0.08,2.24,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,10863,8606,17377,13611,9584,7506,278695.3,266486.1,6180,6793,3671,4048,4168,3981,2489,2498,68528,129132,3,4,106.1,134.72,213.3,0.009767099327994107,0.015654194747850337,0.0005983614102918163,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
296,2013,2016,3,446909,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Agricultural Sciences,Research institution,Universities/Technological Education Institutes,Unique Beneficiary,Attica,64011.54,64011.54,0.6426216243349061,,4.08,0.0,1.0,0.0,4.08,0.0,0.0,4.08,0.0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,86156,83007,22158,21975,76377,72400,1628219.3,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,357721,342990,12,26,820.27,967.0,252.9,0.009520753052602256,0.011649619911573723,0.004513556803937045,0.005457371065090896,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
297,2010,2016,6,339496,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Increasing sustainability in all production systems and optimizing the health of plant, marine and livestock",Agricultural Sciences,Business,0,Partner,Western Greece,56749.28,22193.78,0.8637637747336377,,0.02,0.0,0.15,0.15,0.68,0.0,0.06,0.68,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
298,2010,2016,6,339500,Cultural Heritage,Development of knowledge and understanding of cultural heritage,Social Sciences,Business,0,Coordinator,Central Makedonia,384991.0,244994.27,0.9999766233766234,,3.75,0.0,0.59,0.59,11.25,0.0,0.38,11.25,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
299,2010,2016,6,339501,Cultural Heritage,Development of knowledge and understanding of cultural heritage,Social Sciences,Research institution,Universities/Technological Education Institutes,Partner,Central Makedonia,169300.94,169300.94,0.9674339428571429,,1.22,0.0,0.26,0.26,3.65,0.0,0.0,3.65,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
300,2010,2016,6,339502,Cultural Heritage,Development of knowledge and understanding of cultural heritage,Social Sciences,Other Research institutions,0,Partner,Attica,116765.63,116765.63,0.8687918898809525,,0.5,0.0,0.16,0.16,1.5,0.0,0.0,1.5,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
301,2010,2016,6,339503,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Coordinator,Central Makedonia,248016.21,180597.65,0.858517646698009,,2.52,0.0,0.37,0.37,7.57,0.0,0.25,7.57,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
302,2010,2016,6,339504,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Research Center,Partner,Central Makedonia,150457.65,150457.65,0.7113836879432623,,1.62,0.0,0.23,0.23,4.85,0.0,0.0,4.85,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
303,2010,2016,6,339505,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Medical Sciences,Business,0,Coordinator,Central Greece,169918.58000000002,111728.53,0.9759714420282364,,1.21,0.0,0.39,0.39,4.24,0.0,0.17,4.24,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,10025,8136,17881,14639,95933,72400,223844.1,214788.8,1096,1657,749,1030,519,820,331,510,48682,74962,1,1,38.47,42.41,76.0,0.0038374064837905235,0.005212635201573254,0.0028817955112219453,0.0033603736479842676,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,5.7,0.5,243,786,114,238,1683,234,1801,EL64,Στερεά Ελλάδα,38.9,22.43
304,2010,2016,6,339506,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Central Makedonia,270663.08999999997,178827.83,0.8457157546366196,,2.77,0.0,0.4,0.4,8.32,0.0,0.27,8.32,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
305,2010,2016,6,339507,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Medical Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,107686.78,107686.78,0.8690164463596894,,0.27,0.0,0.25,0.25,0.95,0.0,0.0,0.95,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
306,2010,2016,6,339508,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Medical Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,78149.03,78149.03,0.7735995842407444,,0.39,0.0,0.18,0.18,1.37,0.0,0.0,1.37,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
